,name,cat,food_cat,food_rank,service_rank,price_rank,review_num,ranking_pos,ad_cat,pri_rate,address
641,Outback Steakhouse Myeongdong Metro,restaurant,Steakhouse,40,40,35,59,860,Myeongdong / Namdaemun,3.5,"199-33, Euljiro 2-ga, Jung-gu, Seoul 100-845 South Korea"
642,Yu Yuan,restaurant,Chinese,30,35,25,39,863,Jongno-gu,4.0,"97 Saemunan-ro, Dangju-dong, Jongno-gu, Seoul 03183 South Korea"
643,Mad For Garlic Mapo,restaurant,Italian,40,40,35,31,865,Dohwa-dong,4.0,"22, Dohwa-dong, Mapo-gu B1F, Changgang Bldg., Seoul South Korea"
644,Bultaneun Gopchang,restaurant,Barbecue,45,40,40,18,867,Jongno-gu,4.5,"17, Jong-ro 35-gil, Jongno-gu, Seoul 03126 South Korea"
645,Subway Gyeongbokgung,restaurant,American,45,45,45,26,868,Jongno-gu,4.0,"11-1, Naeja-dong, Jongno-gu, Seoul South Korea"
646,ORENO,restaurant,French,40,35,35,29,869,Itaewon,4.0,"8, Itaewon-ro 27ga-gil, Yongsan-gu, Seoul 04350 South Korea"
647,Hyangmi,restaurant,Chinese,45,40,40,22,870,Sinchon / Ewha,4.0,"228-26, Yeonnam-dong, Seoul South Korea"
648,Coffee Bean Tea Leaf Samseong Bonggeunsageori,restaurant,Cafe,40,40,35,21,873,Samseongdong / COEX,4.0,"607, Yeongdong-daero, Gangnam-gu, Seoul 06087 South Korea"
649,Sonyeo Bangatgan,restaurant,Asian,45,40,40,22,880,Seongsu1-dong,4.0,"9-16, Wangsimni-ro 5-gil, Seongdong-gu, Seoul 04768 South Korea"
650,Tomatillo Grill Itaewon Store,restaurant,Mexican,40,40,35,47,881,Itaewon,3.5,"B1, 112-4, Itaewon-dong, Yongsan-gu, Seoul South Korea"
651,Butcher's Cut Samsung,restaurant,Steakhouse,40,40,35,23,885,Samseongdong / COEX,4.0,"17, Teheran-ro 87-gil, Gangnam-gu, Seoul 06169 South Korea"
652,Jaedong Sundubu,restaurant,Asian,40,35,40,18,886,Jongno-gu,4.5,"6, Bukchon-ro 2-gil, Jongno-gu, Seoul 03059 South Korea"
653,Bbandak Bbandak,restaurant,Asian,35,40,40,28,888,Myeongdong / Namdaemun,4.0,"7, Myeongdong 10-gil, Jung-gu, Seoul 04537 South Korea"
654,Paris Croissant Insa,restaurant,Cafe,40,35,40,31,889,Insadong,4.0,"14-3, Insadong-gil, Jongno-gu, Seoul 03163 South Korea"
655,Cheongjinok,restaurant,Asian,45,35,40,33,892,Jongno-gu,4.0,"32, Jong-ro 3-gil, Jongno-gu, Seoul 03156 South Korea"
656,Starbucks Gyeongbokgung Station 3 Line,restaurant,Cafe,40,40,35,23,894,Jongno-gu,4.0,"35-41 Tongui-Dong, Jongro-Gu 1f, Seoul 110-040 South Korea"
657,Dachai Dongdaemun Store,restaurant,Asian,45,40,40,22,897,Jung-gu,4.5,"2F, Dongwon Plaza, 213-2, Sindang-dong, Jung-gu, Seoul South Korea"
658,Starbucks Garosugil,restaurant,Cafe,45,45,40,20,898,Garosugil,4.5,"94, Nonhyeon-ro 175-gil, Gangnam-gu, Seoul 06028 South Korea"
659,Donga Naengmyeon Itaewon,restaurant,Asian,35,30,40,38,899,Hannam-dong,4.0,"45-1, Daesagwan-ro, Yongsan-gu, Seoul 04401 South Korea"
660,Kyochon Chicken Gangnam Station,restaurant,Korean,40,35,35,33,900,Gangnam / Nonhyeon / Yeoksam,4.0,"8, Gangnam-daero 69-gil, Seocho-gu, Seoul 06611 South Korea"
661,Cheolkil WangGalbissal,restaurant,Asian,45,35,40,20,904,Hongdae,4.5,"4-2 Changjeon-dong, Mapo-gu, Seoul South Korea"
662,Starbucks Yeouido IFC Mall B3,restaurant,Cafe,35,35,35,38,905,Yeongdeungpo-gu,3.5,"10, Gukjegeumyung-ro, Yeongdeungpo-gu IFC Mall B3, Seoul 07326 South Korea"
663,Outback Steakhouse Gangnam,restaurant,European,40,40,35,23,906,Gangnam / Nonhyeon / Yeoksam,4.0,"502, Gangnam-daero, Gangnam-gu 2nd Floor, Aim High Tower, Seoul 06119 South Korea"
664,Kervan Turkish Restaurant COEX Mall,restaurant,European,40,45,40,73,909,Samseongdong / COEX,3.5,"513, Yeongdong-daero, Gangnam-gu Coex Mall B1, Seoul 06164 South Korea"
665,Neurin Maeul Yangjojang & Pub,restaurant,Asian,40,40,35,38,911,Jung-gu,4.0,"26, Eulji-ro 5-gil, Jung-gu Mirae Asset CENTER 1, Seoul 04539 South Korea"
666,TongTong Dwaeji,restaurant,Asian,45,40,40,24,914,Seodaemun,4.5,"13-33 Changcheon-dong, Seodaemun-gu, Seoul South Korea"
667,Sariwon IFC Mall,restaurant,Asian,45,35,40,20,919,Yeongdeungpo-gu,4.0,"10, Gukjegeumyung-ro, Yeongdeungpo-gu, Seoul 07326 South Korea"
668,Din Tai Fung Gangnam Station,restaurant,Chinese,35,35,30,56,923,Gangnam / Nonhyeon / Yeoksam,3.5,"1317-31, Seocho-dong, Seocho-gu 2F, Segye Bldg., Seoul South Korea"
669,Mimine - Hongdae Bonjeom,restaurant,Fast Food,40,40,35,26,924,Hongdae,4.0,"24, Jandari-ro 2-gil, Mapo-gu, Seoul 04042 South Korea"
670,Myeongin Mandu,restaurant,Asian,35,35,40,29,926,Myeongdong / Namdaemun,4.0,"59-5, Myeong-dong 1-ga, Jung-gu, Seoul South Korea"
671,Bukchon Samgyetang,restaurant,Korean,40,35,40,25,929,Jongno-gu,4.0,"141, Wonseo-dong, Jongno-gu, Seoul South Korea"
672,Hongyeon,restaurant,Chinese,40,45,30,26,934,Myeongdong / Namdaemun,4.0,"106, Sogong-ro, Jung-gu Westin Choseon Hotel B1F, Seoul 04533 South Korea"
673,Starbucks Myeongdong-gil,restaurant,Fast Food,35,40,35,18,937,Myeongdong / Namdaemun,4.0,"41, Myeongdong 10-gil, Jung-gu, Seoul 04537 South Korea"
674,Italian Guy,restaurant,Pizza,45,40,35,21,939,Jongno-gu,4.0,"11, Jahamun-ro 9-gil, Jongno-gu, Seoul 03040 South Korea"
675,Globe Lounge,restaurant,Italian,45,50,45,13,948,Itaewon,4.5,"12, Itaewon-ro 27ga-gil, Yongsan-gu, Seoul 04350 South Korea"
676,Abiko Curry Gangnam,restaurant,Japanese,40,35,35,20,949,Gangnam / Nonhyeon / Yeoksam,4.0,"38, Bongeunsa-ro 6-gil, Gangnam-gu, Seoul 06128 South Korea"
677,Namusairo,restaurant,Cafe,40,40,35,17,951,Jongno-gu,4.5,"21, Sajik-ro 8-gil, Jongno-gu, Seoul 03169 South Korea"
678,Al Matto,restaurant,Italian,40,45,40,28,952,Yongsan-dong,4.0,"41-1, Sinheung-Ro, Seoul South Korea"
679,HwaDongOk,restaurant,Asian,45,40,35,21,953,Jongno-gu,4.5,"140-43 Gye-dong, Jongno-gu, Seoul South Korea"
680,Spain Club,restaurant,European,45,40,30,30,963,Garosugil,4.0,"26, Apgujeong-ro 10-gil, Gangnam-gu, Seoul South Korea"
681,Starbucks Hongdae Samgeori,restaurant,Cafe,45,40,40,19,966,Hongdae,4.0,"64, Wausan-ro, Mapo-gu, Seoul 04067 South Korea"
682,Marukame Jemyeon Sinchon,restaurant,Japanese,35,35,40,19,969,Seodaemun,4.0,"87-4, Sinchon-ro, Seodaemun-gu, Seoul 03789 South Korea"
683,Chamsookgol,restaurant,Asian,40,40,35,49,972,Jung-gu,4.0,"16, Mugyo-ro, Jung-gu, Seoul 04522 South Korea"
684,Gonghang Kalguksu,restaurant,Asian,45,40,40,26,978,Gonghang-dong,4.0,"5, Nambusunhwan-ro, Gangseo-gu, Seoul 07622 South Korea"
685,"The Terrace, Grand Hyatt Seoul",restaurant,International,35,40,30,54,979,Hannam-dong,3.5,"322 Sowol-ro, Yongsan-gu Grand Hyatt Seoul, Seoul 04347 South Korea"
686,DOSA by Baek Seung Wook,restaurant,Asian,45,45,40,15,983,Gangnam-gu,4.5,"7, Dosan-daero 67-gil, Gangnam-gu B1F, Park Building, Seoul 06016 South Korea"
687,Wonjo Mapo Halmeoni Bindaeddeok,restaurant,Asian,45,40,40,28,985,Gongdeok-dong,4.0,"256-30, Gongdeok-dong, Mapo-gu, Seoul South Korea"
688,Queens Park Cheongdam,restaurant,Cafe,45,45,35,42,987,Gangnam-gu,4.0,"83-18, Cheongdam-dong, Seoul South Korea"
689,Mad For Garlic Yeouido,restaurant,Italian,35,40,35,20,990,Yeongdeungpo-gu,4.0,"28, Gukjegeumyung-ro 2-gil, Yeongdeungpo-gu B1F, Yujin Investment Bldg., Seoul 07325 South Korea"
690,Outback Steakhouse - Myeongdong,restaurant,Steakhouse,35,40,35,28,991,Myeongdong / Namdaemun,4.0,"36, Myeongdong 3-gil, Jung-gu, Seoul 04534 South Korea"
691,Primo Bacio Baci Gangnam,restaurant,Italian,45,40,40,16,992,Gangnam / Nonhyeon / Yeoksam,4.5,"416, Gangnam-daero, Gangnam-gu, Seoul 06129 South Korea"
692,Myeongdong Jungil Hoegwan,restaurant,Italian,40,40,40,12,993,Jung-gu,4.5,"18, Toegye-ro 18-gil, Jung-gu, Seoul 04631 South Korea"
693,Samwon Garden,restaurant,Barbecue,45,40,40,20,994,Gangnam-gu,4.0,"835, Eonju-Ro, Seoul South Korea"
694,Zapangi,restaurant,International,30,35,30,26,996,Mangwon-dong,4.0,"79, World Cup-ro 13-gil, Mapo-gu, Seoul 04014 South Korea"
695,Jeongdaepo,restaurant,Asian,45,40,45,22,997,Dohwa-dong,4.0,"1F 183-8, Dohwa-dong, Mapo-gu, Seoul South Korea"
696,Outback COEX Store,restaurant,Steakhouse,35,40,35,31,1000,Gangnam-gu,4.0,"B2F, Oakwood Hotel, 159 Samsung-dong, Gangnam-gu, Seoul 135-090 South Korea"
697,Bongraeheon,restaurant,Asian,45,45,35,18,1002,Oebalsan-dong,4.5,"426, Oebalsan-dong, Gangseo-gu Mayfield Hotel Annex Hanok 1F, Seoul South Korea"
698,Bokjeong Sikdang,restaurant,Asian,45,40,40,27,1006,Jongno-gu,4.0,"40-1 Hwa-dong, Jongno-gu, Seoul South Korea"
699,Pizza Albolo Main,restaurant,Pizza,45,45,45,16,1009,Yangcheon-gu,4.5,"1015-10, Sinjeong1-dong, Yangcheon-gu #109, Hyundai Plaza, Seoul South Korea"
700,ZERO COMPLEX,restaurant,Seafood,45,50,40,20,1017,Jung-gu,4.5,"30, Toegye-ro 6ga-gil, Jung-gu, Seoul 04635 South Korea"
701,Dunkin Donut Myeongdong Main Store Store,restaurant,Fast Food,40,45,40,42,1020,Myeongdong / Namdaemun,4.0,"52-1, Myeong-dong 2-ga, Jung-gu, Seoul South Korea"
702,Udon Caden,restaurant,Japanese,40,40,40,20,1022,Hongdae,4.0,"2-1, Yanghwa-ro 7an-gil, Mapo-gu, Seoul 04037 South Korea"
703,Gold Farm - Myeongdong,restaurant,Korean,45,45,45,28,1024,Myeongdong / Namdaemun,4.0,"6, Myeongdong 8na-gil, Jung-gu, Seoul 04536 South Korea"
704,Market O,restaurant,Italian,40,40,35,29,1025,Gangnam-gu,4.0,"91-6 Nonhyeon-dong Apgujeong, Gangnam-gu, Seoul South Korea"
705,LazzaT,restaurant,International,40,40,40,19,1032,Itaewon,4.5,"37,Usadan-ro , Yongsan-gu, Seoul 04406 South Korea"
706,Droptop Myeongdong,restaurant,Cafe,40,40,35,29,1033,Myeongdong / Namdaemun,4.0,"16, Myeongdong 9-gil, Jung-gu 1F Central Building, Seoul 04538 South Korea"
707,"Cafe Madang, Maison Hermes Dosan Park",restaurant,Cafe,45,45,40,20,1034,Gangnam-gu,4.0,"7, Dosan-Daero 45-Gil, Gangnam-Gu B2, Seoul 06021 South Korea"
708,Chanyangjip,restaurant,Asian,40,35,45,23,1035,Jongno 1.2.3.4 ga-dong,4.0,"27 Donui-dong, Jongno-gu, Seoul South Korea"
709,Yujin Sikdang,restaurant,Asian,40,35,45,27,1037,Jongno 1.2.3.4 ga-dong,4.0,"40, Jong-ro 17-gil, Jongno-gu, Seoul 03140 South Korea"
710,Namaste Dongmyo,restaurant,Indian,45,45,45,19,1038,Jongno-gu,4.0,"316-2, Sungin-dong, Jongno-gu 2F, Geumgang Bldg., Seoul South Korea"
711,Durga Mugyo,restaurant,Indian,45,45,45,23,1042,Jung-gu,4.0,"19 Mugyo-ro, Jung-gu The Exchange Seoul B/D 3F, Seoul 04520 South Korea"
712,Abiko Curry Edae,restaurant,Japanese,40,40,40,22,1043,Seodaemun,4.0,"17, Ewhayeodae 2ga-gil, Seodaemun-gu, Seoul 120-808 South Korea"
713,Samsong Bakery Hyundai Outlet Dongdaemun,restaurant,Cafe,45,45,45,14,1044,Jung-gu,4.0,"20, Jangchungdan-ro 13-gil, Jung-gu, Seoul 04563 South Korea"
714,Tour de Gourmet,restaurant,Chinese,45,50,45,12,1045,Jung-gu,4.5,"52, Toegye-ro, Jung-gu 2F, Tmark grand hotel myeongdong, Seoul 04634 South Korea"
715,Dal Siktak,restaurant,Asian,50,45,40,27,1046,Garosugil,4.0,"11, Dosan-Daero 15-Gil, Gangnam-Gu, Seoul 06036 South Korea"
716,Hollys Coffee Chungmuro Station,restaurant,Cafe,40,45,40,30,1049,Jung-gu,4.0,"2, Toegye-ro 36-gil, Jung-gu, Seoul 04626 South Korea"
717,Kampungku,restaurant,Asian,40,40,40,43,1050,Jung-gu,3.5,"25, Toegye-ro 20-gil, Jung-gu, Seoul 04629 South Korea"
718,Gyerim Restaurant,restaurant,Asian,50,40,45,13,1051,Jongno 1.2.3.4 ga-dong,4.5,"39, Donhwamun-ro4-Gil, Seoul South Korea"
719,Tombola Seorae,restaurant,Italian,40,35,30,16,1058,Banpo-dong,4.5,"106-8, Banpo-dong, Seocho-gu, Seoul South Korea"
720,Coffee Smith Garosugil,restaurant,Cafe,35,35,35,80,1060,Garosugil,3.5,"13, Dosan-daero 13-gil, Gangnam-gu, Seoul 06035 South Korea"
721,Beezza,restaurant,Pizza,45,40,40,19,1071,Jongno-gu,4.0,"113, Sajik-ro, Jongno-gu, Seoul South Korea"
722,Baby Guiness,restaurant,Bar,40,40,35,28,1072,Itaewon,4.0,"2F 119-17 Itaewon-dong, Yongsan-gu, Seoul South Korea"
723,Smokey Salon,restaurant,American,40,40,40,29,1074,Itaewon,4.0,"123-5, Itaewon-dong, Yongsan-gu, Seoul South Korea"
724,BonJuk Dongdaemun Migliore,restaurant,Asian,40,35,35,22,1075,Jung-gu,4.0,"18-187, Euljiro 6-ga Jung-gu, Seoul South Korea"
725,Seven Springs Times Square,restaurant,Steakhouse,45,40,40,16,1076,Yeongdeungpo-gu,4.5,"15, Yeongjung , Yeongdeungpo-gu B #110, B1F, Time Square Mall, Seoul South Korea"
726,Sadong Myeonok,restaurant,Asian,45,40,40,26,1078,Jongno-gu,4.0,"9, Insadong 8-gil, Jongno-gu, Seoul 03148 South Korea"
727,Gino's NY Pizza,restaurant,Pizza,35,40,30,37,1079,Itaewon,4.0,"46, Noksapyeong-daero 40-gil, Yongsan-gu 2nd Floor, Seoul 04345 South Korea"
728,Outback Steakhouse Jamsil Store,restaurant,Steakhouse,35,40,35,44,1084,Songpa-dong,4.0,"15-1, Songpa-dong, Songpa-gu, Seoul South Korea"
729,1842,restaurant,Steakhouse,45,45,45,16,1085,Hannam-dong,4.5,"244, Itaewon-ro, Yongsan-gu Twin Building L1, Seoul 04400 South Korea"
730,Burger King DusanTower Store,restaurant,American,35,35,35,31,1088,Jung-gu,3.5,"B2 Dusan Tower Bldg. Euljiro 6-ga, Jung-gu, Seoul South Korea"
731,Daeseong Galbi,restaurant,Asian,40,35,40,25,1089,Seongsu1-dong,4.0,"668-21, Seongsudong1-ga, Seongdong-gu, Seoul South Korea"
732,Hongkong Banjeom Hongik University,restaurant,Asian,45,35,45,19,1091,Hongdae,4.0,"358-32, Seogyo-dong, Mapo-gu 2f, Seoul South Korea"
733,Chang Surin,restaurant,Asian,45,40,40,20,1092,Huam-dong,4.0,"55, Duteopbawi-ro, Yongsan-gu, Seoul 04335 South Korea"
734,Marukame Jemyeon Myeongdong,restaurant,Japanese,40,40,40,14,1095,Myeongdong / Namdaemun,4.0,"8, Myeongdong 2-gil, Jung-gu 1F, Seoul 04535 South Korea"
735,Asojeong Hamheung Cold Buckwheat Noodles,restaurant,Asian,45,45,40,13,1096,Mapo-gu,4.0,"9, Baekbeom-ro25-Gil, Seoul South Korea"
736,Sabal,restaurant,Asian,45,40,35,20,1098,Jongno-gu,4.0,"72, Naesu-dong Gyungheegoongeui Achim #rd Complex 1F Sangga #142, Seoul South Korea"
737,Chungjin Restaurant,restaurant,Korean,45,40,40,16,1100,Insadong,4.5,"6, Jong-ro 11-gil, Jongno-gu, Seoul 03164 South Korea"
738,Omuraan,restaurant,Japanese,50,40,35,16,1101,Gangnam / Nonhyeon / Yeoksam,4.5,"66, Nonhyeon-ro 79-gil, Gangnam-gu, Seoul 06239 South Korea"
739,Ewha Andong Jjimdak,restaurant,Korean,40,45,40,22,1103,Seodaemun,4.0,"B1F, 56-126, Daehyeon-dong, Seodaemun-gu, Seoul South Korea"
740,Hangukgwan,restaurant,Asian,45,45,50,12,1106,Myeongdong / Namdaemun,4.5,"51, Namdaemun-ro 1-gil, Jung-gu, Seoul 04526 South Korea"
741,Wonjo Andong Zzimdak ( Myeongdong II ),restaurant,Asian,40,35,35,30,1110,Myeongdong / Namdaemun,4.0,"1F 59-20, Myeong-dong 1-ga, Jung-gu, Seoul 100-021 South Korea"
742,Soojooboon Ginseng Chicken Soup,restaurant,Korean,40,40,40,21,1113,Jongno-gu,4.0,"8-3, Sangil-ro 5-gil, Gangdong-gu, Seoul 05282 South Korea"
743,Bistrot de Yountville,restaurant,French,45,40,40,19,1121,Gangnam-gu,4.0,"1F IAN Bldg. 83-6 Cheongdam-dong, Gangnam-gu, Seoul South Korea"
744,Samarkand,restaurant,International,50,45,50,16,1126,Jung-gu,4.5,"14, Eulji-ro 42-gil, Jung-gu First Floor, Seoul 04561 South Korea"
745,Starbucks Sangam DMC,restaurant,Cafe,40,40,35,19,1128,Sangam / World Cup Park / DMC,4.0,"375, World Cup buk-ro, Mapo-gu #102, DMC Ian Sangam 1-danji, Seoul 03908 South Korea"
746,Han's Deli Myeongdong,restaurant,Cafe,50,45,45,14,1129,Myeongdong / Namdaemun,4.5,"23, Myeongdong 10-gil, Jung-gu Basic House, 4F, Seoul 04537 South Korea"
747,Haebyeone Kkotge Insadong,restaurant,Seafood,40,35,45,27,1135,Seocho-dong,4.0,"5-3, Insadong 3-gil, Jongno-gu, Seoul 03164 South Korea"
748,Starbucks Chungmuro Station,restaurant,Cafe,45,45,35,20,1139,Jung-gu,4.0,"Pil-Dong 2-Ga, Jung-Gu Chungmu Building 1F, Seoul 100-272 South Korea"
749,Chungmuro Dwaejigalbi,restaurant,Barbecue,45,40,45,28,1140,Myeongdong / Namdaemun,4.0,"39, Supyo-ro 6-gil, Jung-gu, Seoul 04555 South Korea"
750,Yoogane Myeongdong 2nd Store,restaurant,Asian,45,30,45,17,1146,Myeongdong / Namdaemun,4.0,"8, Myeongdong 4-gil, Jung-gu, Seoul 04536 South Korea"
751,Starbucks Konkuk Univ. Star City,restaurant,Cafe,40,40,35,24,1148,Gwangjin-gu,4.0,"272, Achasan-ro, Gwangjin-gu, Seoul 05065 South Korea"
752,Pancake Original Story,restaurant,Cafe,45,40,40,19,1155,Hannam-dong,4.5,"261-6 Hannam-dong, Yongsan-gu, Seoul South Korea"
